OTU,26AFI,26BFI,26CFI,26DFI,26EFI,26FP12I,26FP16I,26FP3I,26FP7I,26FP8I,26FV1I,26FV2I,26FV3I,26FV4I,26FV5I,26H2I,26H3I,26H4I,26H7I,26H8I
486e4c7b41de5df443a7795ae79d959e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5154e72d526c801f8b7734359fbcff09,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
a65b69a9aec7df6ba7b1f3c8044f6002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
c972faa4c909762f86aa363da1cb2854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
fa94d41c66a712bf80e8ee51538750ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39cfd67fb133e9012478ac10933572d5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73ef8821558d7b31428f53f89ee72235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ff1f34ae01778606e102f0a0658b0d60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5330265e6e1b810077f0dab378c4c933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e33f641c1c840587cab3fcb9e203b15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4d62b7dad5b01487e1dad3634826468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783eb187f9eba9d859241e408b28618d,0,0,0,0,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789acdaaae25af48a57532c0cab6a941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54817ee6fadd0cb93c8fede0a1c91606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8991b9a2d7d944874c70940c52d12079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fd49c6fac6d5064880d841126d8967a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4a7f867d55034fd3b2b4b28e0b1dda36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1c81489b2c124eaec4ef972bc2d12305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470533e4a86900cc8621ed14a182d3ce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f01ac0181992acb283c5991ed8892494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695778d44cc054056d332438475032c0,0,0,7,14,70,22,0,0,0,0,0,0,0,4,0,0,0,0,0,0
d101f108ecd960a1b786055d8f56b3e4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e36a146a7499b1b329312ccafdd7b2d3,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
295eb9c03cf14b573bd8228499819e32,0,0,58,0,0,25,0,0,0,0,23,0,2,24,0,0,0,3,0,0
72cad430ccaff247b5804e0abefce8a9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128000c6772cb8e388e7d93205a1bc22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86fd0747cc3d415d1facf54902783f77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f0c64efa54b137089fa70eedb839b099,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4c79bfee6982dd511f9cb733382387f6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ab2bfb86c1caa884497b8339f51705e6,0,0,7,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
21b05c42a8f3f9c7c21db63fad7e1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181083a73332b4b63d07abf09ae25214,0,0,0,0,2,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0
04e1737651bbd8d82aac398bd9f0422f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5f944efd5bd971237c1cce9761d56e2d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3cabe5b64345fd14665dac6fe8b6b229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c41af3ba7aeabdb1886cf01eddb79139,4,3,0,0,0,0,0,0,2,2,0,0,0,0,18,2,0,0,3,4
9ff3c5bd2fb497673f003ad1b6edc8d6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a8a2ce4676ea626d7d3734fb97677b63,0,13,397,48,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
3d85644230548bdc058193765b0159ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ad0b29a6f7f407f01080bce4b3212d67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c4205f5191af6ff28d5eadca1a555384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182263a07dca97592a00b98ad1a807f6,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0
09f1db1253e873c9daa1b08ff76b61c1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
383279f128f7d4d3c877b05ac005c518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,10,5,47
5a9c3145a12db92730f6dee9571c7d01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11b0a779a44e1a94c4cac403db593242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a774b6d13be5608e7d5c094bda9a878f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b03c1d5774f2e046562666610ec30095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c0efc15cdd59cabfc8a966995c315e1e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36f8072ba549d5d9c3c8ca4e3e1aa1e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba770a970df4e80a1d0a3e3d9b33bfa1,0,0,0,5,66,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
ce272b2de05042945d7cba8e14de0f93,4,6,449,4,0,0,0,0,2,0,6,0,0,0,0,0,2,0,0,0
4b30c4876aca59957fc6e74f703d6690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4a7e99a8c326d143b3b7e1c170a07b6a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78215ba11998ff97168c3e6e403f7495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4b891bf27f958f99ad703045c187f772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bf51277fc250d0027512309725ff074f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1c157d1c7880d5c6d2d96c7f44480c25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8a7af1e859951caaf2cff784ae4ef801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0cbc1ecf7d86e6f3be3f0fe0d58e8fbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e7591c261225d6d8bec0bc6d8ad6b675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8d357b1723876b6866f806c8c083fd2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5e5361120af19bf672d9a3f68df26d43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a4e6989bc51f9a1e703dd5e07cfe50fb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b976117da944493c86e005654cc459b9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0d48c8542f1fc2f1f82d3292f6af0cf5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8b5f90f80df6fa698c19de9d98ff845f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1fd295e6b108923ec6f98c5a68e111ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3bbd59c6f6700cd40f6b3c2d0372033d,0,0,25,6,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,6
1279d3b58e227d2edde9455ab9970c99,0,0,0,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36020406a6769f41a16ccd2e5e28fe34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dc0006336193e21c642a6ca9deb786fb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7119ed75d61c0167c7249ef7891eccea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
13b2b699821c07b49b11bbc676caffd6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72c55bd1d3b29cd49cfdbb73b02d46b3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04b1e5208aa616291348bf83ef588368,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3e0b3ac5f5dee1f79ee3f072f3346166,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,2,0,0,0
cdd34c161813f6bb82f0815a945f8bce,0,11,0,0,365,352,0,0,6,12,5,11,0,15,3,0,0,0,6,0
29448bc807c08ae4c71e0085ba03abfd,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33f692677a8a6cee3761f1282d234537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ee2bb8b43cce6b654e3449726f7fdfb4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8431ce797c88c8ae073512bf2145e2ae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399d15a88641ce597a09562ce76f0f9c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0b2d74187ee30ad7d04b9f622758077a,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
ab844d423261199ca27e47229e3242e4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9e3eaeb2ded898663010fb65f3ef3a0c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f3dec07374e193e01f17599b00997d71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f41e41408e2f382c5e0198c4fd32e8e4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09f1fa6f3dc87a4c9e775ec230d990ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0
720dd990813b7abe46fced44bcf935a8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2551a01b4acf314e91ff268d350a75c1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a7eb2cb51cab19cf875e5c038858e111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9e2083a304c477b199f4d231f19861e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17b4b127f6bc3e023e24653eeb11e100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130a31205579d259d631095695b06184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0f1c814ea1075ab69f3de44c0d5a035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3d4b86113d3a0f9d4a24e37475b798ac,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0
22be5d44baaebd16725f9a6ab35cb37c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c8080e4a5bfbcf928a115cc7c9e4929a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e4faee2714089beabc9bac9ccc68dd1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38ea1527ed43027ed214c5bfedb3db52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7391112f389cbc51f0de0fc65a1b32a7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f1ba79d282a61937c4ef6ad1c5b4f6d2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2c2f8fdd3125eb07934f90a98a3c264d,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ea2babf1da22dd48f53430ba4c3003bd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f846184581cfb27f28e48badbd3cdc2c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5dcb8be6207a0ee0d9314175ba9b65e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8de48e48422113305ca4b94c8b15e71c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2f5ffdc542f19dafdcd34f51fdc0d5d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67f83f289da4664c59f8616b68d9bd6b,1,4,11,0,0,0,0,1,0,0,0,0,2,6,0,0,0,0,0,0
b93cd28c01fe2e65e3e4baba19764f78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68cff039e135f4e137b6ca7fc6599c16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387349bbf301de818017a263010277fa,175,0,4,0,0,132,0,1,0,2,15,57,0,0,63,82,24,25,46,140
9a44044552ef4b3f57c9c2791535c428,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cd67e2e88535a879da250d751314dff0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49b5e3a2b5d5cc6397730610bc0feb1f,0,0,44,0,0,0,0,0,0,0,25,0,0,39,0,0,0,4,0,5
4f19e9b7154e33a650b0cab4dda15abf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5eb020caeb075c36f31fbd0a82460817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cf69d1d3a7b1980fe4a78a50efb80b4c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d08982a97786631332bddb0acc34c414,0,0,57,0,0,0,0,0,0,1,4,8,0,0,1,0,0,0,8,0
b8434e91b093bfbbec4cab80705bb363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685e8a35489437fe1019481ae0afc558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4504c6d2a0078639983086d96d75e689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5b000b80aef4e5b5892c0e537cbf4b17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d35452a49b92d1804a5782ce598e8b0d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fe8d095088b94fe96467430c4b3c62c6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
a830075709b2dc5517bba0ef7b86f8ac,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0f46fe53a2a8c8982830b4a562c4d940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2b151ae970b4a69eb9f8947260fb5e9e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c3359735a3563a7096a8936ae7b3dc5b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ceb33b2dbe4440c7c4598bd048768c8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3825f244b792204ecc311b33d1500939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
076113cac968f1641eabe13b4559677f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3d69a135fd67e258fb44c06a7891618a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982fe235312fa856fb6b5dc930a8b73e,0,0,0,0,0,0,0,0,0,0,1420,2516,1504,2150,2603,0,0,0,0,0
3fe772db7d6bb5c5c853b5276b6ed827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50783b17903a12721e6d0c0748d1626f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e53aab35476659660fcce92d51cce65,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
a892d24e878569e4441a7c6f7096363b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8c09de2942ba0bf7d58cead55be9103d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a718d69a004061291d499b270b0ca6ed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f37b26532f9428d16385315da6864d60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7b9b79b802f8de25134451c768e4f3bb,0,57,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3862b8523fa4e62d774024f4626dc9f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5d1f5d4d7f3abcec9f638c9a5c061396,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23acd3f6e663abaa7e7be9e8c8cae78a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103252931e92d89b07b732404884cfd6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54b4f536bf55d4828738953021b5d274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4d2db3d4a09e65b6385a74e2105c5097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bf3c48a294878a84b1a6e5c9f7a4661e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7f45eccfb0f5c01c01e50fd0aec68c44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dc319cf2bd5065b4efcb8026fb5aeacd,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
929221050f9c1d3a2f78835d0a0a447a,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0
acf8ca4fad24f9b73c9051656c87e678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eca9729157ccea22e60f30b5cf590b11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2f8bc825ba3e38a519a853a3ac991f1c,0,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2a4cdb0ae582b4dfb292ecb09ce35fc8,0,14,6,20,47,15,0,0,0,0,0,18,0,33,0,0,7,0,0,20
f639fad30f7322ef62caf4def8948fef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19a52dc5e3d007df257bfea5fcf10a59,0,0,0,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25c24befdda624af12cced7ad70e301e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d987ea00be2d0b7202a3e30053ea4a8f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50b9c672b1d0c748dd43fdca589464c6,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0
dad000898ce24678726b1a09bb2a0e3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4b87d617037fa67943dffc6a3c61d1c8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
7b0ec68c7d3bca8ad840986f2b436ade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a82d6b2f8a300e2f9177348b1e536673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e2528c0924e2682040674c10a63be64c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aee71879741b000b3bd3bcf82a69e9b8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d7bc3ca5f3ea52912724748e31a8e254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bebee03b5dd122e630cb07fcbf641391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31f04f32ee3f22c83edacd876652e9dc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33933dba346438269a457a58b70eb805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de49850d639a7b09f6c11387c01f5757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6fccfd872b46e650eb693b1d2e80a363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
087e00cfbffcf336b65105655c2672e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3a5d817d65882cd1d9df74d6a1f9ff0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3e810221c09811601d7bf69b9e19e31c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90a524ef6a849802f280e64a9b6d8320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e033ca4ae154150d0c6ed9ec702deb90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f02a1e7fbbe4429efc458bc5c3232eb5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dea3d6e4513b30d28338b648f9833f65,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afc8664485f6dffe76344193ab0b6e8e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c639a3533b8ff1cff173c8f8cedbd0c4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208d376172b888c414985b3f874a98ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ec59f2e602a8b8804d9bada68700195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f9d2c1806c90a210f7c846ea3e030ef8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223f55e46a2fc8f95ab8c70241681c73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697b7d5924d162ea020c0cd82cb102c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cb424892c30bd706ad4745f974de767d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d11a73cfb1abe9ee6faed17c8a3406a9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adf4eb100a9583e084753a26b0f33d71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909cfc8a571d12c0330d931a53072fa9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e151e0a4bd98712e423de5a2607851b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e6be02669fa2b49a9cfd8e1c67426663,0,0,0,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
876ed260be5f69590ce1242534b48054,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
b35d42fb642012eda63f9b90405cd3ef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658104f1227ee94ce59cd7923781faa9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07db7236c34176dbb9da3e966164989e,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
e6a19d4666955387f3fea44a2ddbbf1d,0,0,0,0,0,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bad729b494a416837c4d557b956ffccc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d3829c53b66db828d6bff7f21c6dad28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eb8821a30557b34eac1cb619bf6bc0ca,0,0,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0b854992b691b9998410b7caeab0b0dc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675ff6627272028b678fc6742e0dafcb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e57594aa9b5972b8293c87dcdd0f7178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9e0b4474ca62eb5fd36b9b6568181972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d47764fcfbf9e7f2441ce39a9d4910c3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4fc8898efb4664d6a979c3c68d5f377c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267c36358e632acd0ca313a746bcad2d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7786876ab3a71f968071637f19a21263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bc3bc3aa6282e9a4c2ac4ea2216a0cd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19992710f7fd2173db47a061af7a489b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d45249fd7aba2ee453116e86e660949b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbd272e54c92e86f1c61c8a2d6009ca6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66f80e9c8a8e76e7e2fb2a3676214052,0,50,91,122,97,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
78c466cb12cf3cddde3612351fb71a30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7bbaef81fcc6e27a1d46b135c6fd4052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2e3f176ae8c669fe89c79b560b1c3189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cac801a418d7fec65331b374a8a1f73b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6483ddf58fc743d8cbf9e64e099b26a8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d797ce4f1fbd85d44156577d3854e51f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6f4a502cae1a1e4a44302eedd69b6a1b,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
83fc725a74f76cdb773c4d688b53b060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667446b0db633d40a88df69080669733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
