OTU,26AFI,26BFI,26CFI,26DFI,26EFI,26FP12I,26FP16I,26FP3I,26FP7I,26FP8I,26FV1I,26FV2I,26FV3I,26FV4I,26FV5I,26H2I,26H3I,26H4I,26H7I,26H8I
1bfcc3f7803851dbddf8c43a2dff7e86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ff13f62d60599e072bcf022c99990c98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5dc28ec56cbd4f862cb2a6be73aedb38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64ab18f23e7c54f76777b23a3b2a657f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
929805da29bce3a9838d81700d0a5770,10,305,285,470,203,210,0,0,9,25,0,15,5,40,5,0,14,18,95,8
bea20a8a18a6c85dc39842c7278cdf3f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
020735da7f69488e303574c6a67ed6e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a1b97046d3d7d7b1e7f0ffdb5c1eb030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,7
acd097f339f9380ff4042f2c9e684f50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25391336561bc9b5fe1fca16f3aaa8c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0a3a2f56c9293dd822b7e880450275c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d675f41473e7ad7bf2cd1bc3944bd2c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e576ba13cd883afca365e1e645db6ef1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f33e1ee8e50cff9fb33911cac5cfa1d1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3550fd6202c39db765846388b238b03d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbe381dab83414452256bfbe2a74bbb9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106c4558d54b7826743ecd7b451a10df,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa75a1b14a427aa7d16bc9ababe1b3c7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26547c96837ae7efcfa67fca0cc71140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907af57f58cbf77bd0253fc0f8d3db2d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2c7b41b0fc478be8ac4d58acecda13c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a34a9c9f5408e5afd4ad86affdca89ce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bf1813bf8f18f5d6b4d0a078c256c3bf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20b835cb429a1f334ac78fb241d9dda3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b71e88af297d8162d21fa4ef9c74237b,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75d8b4e5c0eb8ae11e5ff8d9baacdd2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9980b0b87fd0bdceca7b39250ed225b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c388b556cb744853adec80102ab83c41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746507837ddc19e543b934d36caedd60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2f0d5e73b2f405a11819350dfe98e24e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77697c494b59e2adb24d55a956fc4ce2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e7f9434212ef9be4f431db7719c0b612,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34e70cce2b15c5c7e1e7ea17b719fc9f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3e2b30ff260e2665ac0dab392f89e132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f3be9c250405375fa7b03d244316aa6a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa5de38cce8b676670eb2144012b737c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2936cf14ae9d93a8467b905767a79744,0,0,0,11,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92a2e7f5fb25cfa28e6cd8ca5388d98a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00f5926ac6ec414042085a92245728b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182ff4dea739dcc2c9acaef16147662d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6efeea91a60dbe58e9e62b8b34599aa0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069fac3bd2ab8c0ae22aa93448e68422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7d8e39b5cf36cbc197d1dff8192443cc,0,28,0,48,133,0,0,0,0,0,0,6,0,0,0,0,0,0,13,0
7423457518ecad0ea9deadab69bb1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c9560f3ff32510e0335eb7fbff4191c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12e1b55107ff921369b2ff56334fc54e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edb820a8dfbb79bff3e86b0def91cada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7fbc72e4710822084c39ed4d647fb806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ea44bbfb672f2a0273154edf3faa803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68104d9f0589f3d3041b66b431b8491d,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0b93befcf48fdcb8fee557c5bc8f1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529ae33ad4c80ca7c9a8ddd2d98ac34f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8f0d630bdcad9278bc1dd63bf5d74727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9c6114977cd074547993a0c5582ea826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ae4ae6711f4def0bc92a75780bbaefb5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2d9781b3cc5ea2d416be456911b55c94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f73de44283bee2a9f465dbdf88b6dc23,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693e9aeedfcd68e23d1e09452b6c1d68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e211db5c22141e4242bb87e01c34dced,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
7e537c12b9af4d0e06d9c229f25d2176,0,0,0,0,0,116,0,0,0,0,76,5,0,0,13,5621,1995,1484,2930,6066
f023f7692a315fa25a1e8c1c47a71230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cc0ca0ebc5897747448fb64a7ab01ac3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f76cde52e8e76bdba67c60c92b13f0e1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ac38954ca6b90705ee2a53586a53f7a,0,2,9,4,86,0,0,0,0,0,0,34,0,0,0,0,6,0,3,15
53a846707671a2b2ff26d0adb3461f4e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c6c3749b461fefb9e7e3625da56d010c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3062bad8961c24cbff004ea2cd9e10c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cda57a48059a80e0b16031064235d01a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d30c0f6c5d3b2554b4f31c1d43e833dd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60a150c3bda0104614f17f22e55c57ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcb8a902aa4b30bc31c4ddd458a4bf7f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142c69e721063922564c21c84caf54d1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9adb272ed13b60992086929c8a106fe4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2129bce51166899da14994b02fa01438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f7911d21bd404862a399e5807c95ac60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296392b29dd8ef95685e4ab89f6aa06a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2b16fc35b0dfe211dfeb4087eed75541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b3b85712c00d0750ff579836e3c8da87,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bee7a18089a14c658468a8f71ad10793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfbcc221fbf929a79f356168c61de2d2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ff6aa99d5a9f5095911f48002fe2152f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44e68afca461ed4446e939e714343a57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88327f7298ac0baf3867caf188f533ed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4309751b3d304a6d28ac912feb8f993e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73209d4b67b45ada496e699f240fcce3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bd22aa07122ea46a8cf378e780b3bb71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03a293b349eaa922a71f5026cc73b5f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2a19a7eeecf6f9574fcc559884662491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cbd912048fcf73d145538156e10fb714,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15dbbce5bbdff249bd805fe8eae0dce8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27e5877265ab1d7b7ec812d9982b238c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18f248cd15cc00451c4b6f830923e671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ab9576b8db42db611ad52c4f1598cfd0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dbc7407c0c194353c292d8aa95922b3a,0,0,0,0,2,77,0,0,0,0,0,0,7,0,24,0,8,0,0,7
16de604c828c1720af35409ce302ae71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2729dc9120e3bd800d6a86c4787809c3,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590e9b94fab45093ec15a5b1756ad042,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
aa032080f5124acf36c3b3f25fdd1e48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83f8c5b018b219313a0a3709fb3531c4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806d9dddb222dd0602aad027095f1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753e95e0f25adeffe00ef1b0b2163738,0,0,56,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
4127ed1a1e8f9dac46c2895299b26505,0,0,147,27,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
807510cc8777ddcc0064a71043651ff8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8c458928879ac33c1e45306261cc6716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d67c959d3d415500344ff131da7cb373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f56016477bf572b91b829a748c2f78db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3b5845f891550f5640bcd82e72ef3bf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b40439236f81866db79a10a227a7e84d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b82d7b8b90b55a67845d535379860706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ddb40b4e7173251ce7c87b8beda5dd31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1fbf9d823ddaf472cbe57190a6a9b724,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21f535a00de7dc936baa7fc5e8e1a686,0,0,0,0,0,0,0,0,0,0,113,217,202,278,378,0,0,0,0,0
e380e9f1890ff71f063a901382aecd43,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0
80766d4ce4e99906ee26dd0191680c88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8ad2732895dcab582157406103601990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18b2090c95c49eee0704667f0f4a3f26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298b48890e13bac2605879d711608e22,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
0ece5179cd0cb0615c39eda8801ff731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5574e204b47de688bbce2649b5e2ce3e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41452bafa4093acf3df277f328cec166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9b233e49c33e6d1ef0b050542ad72e11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bd296ff7f28878e5ea0a8652bbda397a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c60cf2a6c2498f32af660492f7517918,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
f98c5b4426510fe24fbee05cc37d82f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03893ea8e4aac0a2232101bcf3cea0d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
51a875a194307609da18811102b2d9f1,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
c7107ca524a4736b80c55fbc5ea70dcc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4a03f20b0554c6790fe9fe042632ca76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960a1682dd09eab840bb695efa73023,0,19,35,11,286,0,0,0,0,0,0,0,0,10,0,0,14,0,40,23
23546877f9eebb5743fb0b8b593c2515,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46072508651b799d14fed061888ec2ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4b334a0717d7f6fdc869f26d60b60ec9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79185739244b97daec2c9910953c12f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6b4723560d6a81f15fdb3accf7348a01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8a3a4b66591df5ff890d4ff18adfccc9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3e04166b1319909dad93c32c443bfd41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377ff3ff9fbf22a06fd866a79e43cd88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9cb6123fb8afaa505cd8891a727adb3a,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba6dbe8de2620b9c9d0e4265dd103b35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8b5eb8d0eba9fc4b1d5bccc55b936192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79b58da9f42e3c2038ee7db3b9abeda0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462e83448fdf7cc3f7b447f093519d8e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8257d093ddfc3abd1785d16768d056eb,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589276a8e9c1154522c0451c893690ae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5c407f669c9e2faf8ed48bb8dbff6729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6f9ed3fe8a588353ce82a5866da83b7b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8287c0f8871af1bd9ba7b2d9b843e6b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a84947dc69c4e90ebf6e695cd5420577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8d235eb84dc8fd29f229f4450a1cc480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2305b2d15629639f76f725e32606a442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1aa3ac02660e8611afa03613a7a7e916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341b29cdda34716b60affb8db06ded7d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91ee63c6092da1a378f75f47731d31d1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e00171aa07e9b9575d2f731021726d8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dc09852c5becc99be32280191910c1ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802875726d04cd6b606cc669c9986c43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0b75b287b26e29e57b99fef760332820,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2695cf85684078bae98b3eec737cfd15,0,0,2,0,55,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cb96c57614d5dc72f7e21dd9dfab298f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57e15dcdb7c4ecb03e721a637d6a39f4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
073306577f6257f3b1b00983350a5629,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4f38747c471b916678b11b424288eba1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
73b9a313c153726841a55e295f19bdb5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
d0526d38528e2c26acb632014d01e1fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e793a5b73b02b30aedfde40dc3a182f1,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3fb14f15ff4093e3401a2b8b1d0e4326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141e97c510eaccbf07a0ccf26a296185,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1a2bef80d778f7712aa436d042ed05d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c18833289316a3c221506a627870342c,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
5e84c418cf9c873bfc327b8bb46d3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73ba158e324922c6ea8ee911bd3d6ab8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6d5f4a25b38a82fd619f811f9896fabe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3cbfccdcba602b6ab80d05960748fc3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
70168b72886c5cd823b8c814f53606c3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bb80c260418f03e3e2238c2f4adbc3ae,4,8,12,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bec31f8bb9bfe95e604020fb80d39678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659d2dc23abc14740e721fd6dcaa456f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d310f62a6b97cc05d065abbbbc9780d3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a4cd6152db4ba6371bd3d35fcda62a19,0,0,0,0,0,0,1,0,0,0,41,166,4,54,162,0,0,0,0,0
e305e68d82ce28587688e21479664794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f6b207455feb4fd1e24fcff9e1f71b70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73504b87549ac3a8649846516dc109b6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
