OTUID	261MI	261MR	261MS	262MI	262MR	262MS	263MI	263MR	263MS	264MI	264MR	264MS	265MI	265MR	265MS	26AFI	26AFR	26AFS	26BFI	26BFR	26BFS	26CFI	26CFR	26CFS	26DFI	26DFR	26DFS	26EFI	26EFR	26EFS	4110MI	4110MR	4110MS	41AFI	41AFR	41AFS	41DFI	41DFR	41DFS	41EMI	41EMR	41EMS	41FFI	41FFR	41FFS	41FI	41FR	41FS	41GMI	41GMR	41GMS	41IMI	41IMR	41IMS	41JFI	41JFR	41JFS	41JMI	41JMR	41JMS	26FV1I	26FV1R	26FV1S	26FV2I	26FV2R	26FV2S	26FV3I	26FV3R	26FV3S	26FV4I	26FV4R	26FV4S	26FV5I	26FV5R	26FV5S	26MVAI	26MVAR	26MVAS	26MVBI	26MVBR	26MVBS	26MVCI	26MVCS	26MVDI	26MVDR	26MVDS	26MVEI	26MVER	26MVES	41FV1I	41FV1R	41FV1S	41FV2I	41FV2R	41FV2S	41FV3I	41FV3R	41FV3S	41FV4I	41FV4R	41FV4S	41FV5I	41FV5R	41FV5S	41MVAI	41MVAR	41MVAS	41MVBI	41MVBR	41MVBS	41MVCI	41MVCR	41MVCS	41MVDI	41MVDR	41MVDS	41MVEI	41MVER	41MVES	26FP12I	26FP12R	26FP12S	26FP16I	26FP16R	26FP16S	26FP3I	26FP3R	26FP3S	26FP7I	26FP7R	26FP7S	26FP8I	26FP8R	26FP8S	26H2I	26H2R	26H2S	26H3I	26H3R	26H3S	26H4I	26H4R	26H4S	26H7I	26H7R	26H7S	26H8I	26H8R	26H8S	26M10I	26M10S	26M14I	26M14R	26M14S	26M19I	26M19R	26M19S	26M2I	26M2R	26M2S	26M2ScI	26M2ScR	26M2ScS	26M4ScI	26M4ScR	26M4ScS	26M5I	26M5R	26M5S	26M6I	26M6R	26M6S	26M6ScI	26M6ScR	26M6ScS	26M9I	26M9R	26M9S	41FP16I	41FP16R	41FP16S	41FP17I	41FP17R	41FP17S	41FP18I	41FP18R	41FP18S	41FP19I	41FP19R	41FP19S	41FP20I	41FP20R	41FP20S	41M11I	41M11R	41M11S	41M12I	41M12R	41M12S	41M13I	41M13R	41M13S	41M14I	41M14R	41M14S	41M15I	41M15R	41M15S	H31I	H31R	H31S	H32I	H32R	H32S	H33I	H33R	H33S	H34I	H34R	H34S	H35I	H35R	H35S	M1I	M1R	M1S	M2I	M2R	M2S	M3I	M3R	M3S	M4I	M4R	M4S	M5I	M5R	M5S
a964e05d9b9d5157c04c644ba4fd5cfa	7	24	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	7	0	0	28	31	1	12	50	0	17	10	13	0	0	0	0	0	0	105	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	120	34	6	40	7	4	144	56	50	399	39	85	58	61	2	1	5	3	319	15	35	3	0	15	1	10	413	46	0	0	0	0	0	0	4	14	0	0	16	0	0	0	0	19	34	0	0	2	5	3	98	2	0	0	0	0	431	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	11	1001	1047	4	0	0	15	73	7	7	84	1	0	0	0	0	4	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	1	77	11	0	8	7	0	1460	6	0	64	12	10	0	0	25	1047	1	0	0	5	0	0	0	0	0	0	2	20	0	0	11	0	16	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32019c66790172c71844e2b0a681de98	0	0	0	14	5	0	1	0	0	31	0	0	14	0	74	0	7	4	0	0	0	0	0	0	0	0	0	17	24	0	126	439	6	47	21	5	66	0	0	96	88	2	175	285	0	30	328	0	32	221	0	1	6	7	48	46	0	13	7	5	0	21	0	0	0	0	0	0	0	0	22	0	0	0	10	0	75	0	0	14	1	3	0	0	4	0	0	0	0	0	2	0	0	0	0	5	0	0	0	10	0	0	145	0	0	7	0	0	134	0	0	7	0	0	0	0	1	8	0	1	85	1	0	154	0	0	39	0	0	79	0	0	23	0	0	56	4	9	1667	22	1	53	0	0	10	5	3	10	0	0	2	0	4	0	0	0	0	1	69	0	0	0	0	0	0	0	0	219	0	0	2	0	0	0	0	0	86	1	27	0	0	0	63	0	0	228	0	3	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	255	1	35	141	2	0	56	1	244	234	0	0	4	0	1	7	0	0	0	2	0	109	0	0	208	0
892a20bbdc3ce599dc0c5d9f0866c352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0	70	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	490	26	82	1486	21	3	1	8	0	0	0	3	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2e3f176ae8c669fe89c79b560b1c3189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1137	0	8	0	0	0	0	0	0	23	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ad8b3b26d792ed3db4eaeac8a2954065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	30	0	0	4	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0
945edf42a6a4e148968c31cab25c6aad	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	14	0	0	27	5	0	0	0	0	0	0	0	9	0	0	539	0	0	0	0	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f31f179c0ba0b9ff9db041d5619e2d48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
976badcca23e27ffc6a70d297bde1ebf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a92d8fa1f15ba7d86616ec55746402c7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5d2d4a21d916e214a93e99ff5eaab882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	10	0	0	0	0	0	3	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
150f9ed2b977d8fadf6ab8635e1e315a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
436b5c22a277a32bb3bf33e1a0c1ad75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302af1bdbe8b946b7f89a19bdff93cbd	0	5	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	8	40	0	0	0	0	0	0	1	4	0	3	13	31	0	0	26	6	5	251	20	0	2	10	0	2	10	0	23	12	0	0	27	9	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71fd06bf8c25e42ed875df9c9ed704f7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	7	0	0	10	0	19	28	1	0	5	3	0	6	0	0	17	0	2	40	0	2	25	1	0	3	0	6	9	0	0	0	0	0	0	0	0	0	9	0	35	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	3	0	1	4	0	4	0	0	1	0	0	0	0	0	5	0	5	0	0	0	7	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	97	0	0	16	0	1	0	0	13	5	0	0	0	0	1	0	0	7	0	0	8	3	0	0	1	0	3	0	0	0	0	0	1	0	1	1	0	0	5	0	0	0	0	0	0	0	0	5
5189fc9a3bae2857bba38fd752d9fc35	0	0	0	0	0	0	0	0	0	8	0	0	0	0	3	0	7	0	0	0	0	0	0	0	1	0	0	2	3	0	6	12	0	9	2	0	13	0	0	17	17	0	33	13	0	14	25	0	1	4	0	0	0	0	11	6	0	0	0	0	0	7	0	0	5	0	0	0	0	0	2	0	0	0	0	0	5	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	40	0	0	1	0	0	1	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	7	0	0	9	0	0	6	0	0	38	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	16	0	0	0	0	0	21	0	0	10	0	0	0	0	0	43	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	8	0	3	14	0	0	29	0	0	0	0	0	5	0	0	2	0	0	11	0	0	1	0	0	0	0
a5856b277892edecb674b54235e9c3f9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	40	3	0	1	0	54	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
74ddeb539b2d5626e389cf4b707f2f63	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	103	108	0	34	35	0	4	7	0	0	0	1	5	0	0	17	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	60	0	5	1	0	3	876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c55e1760b988d9c53135634ea57a76c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b900f862c7e018da5ea21a428d6eda09	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28	0	3	1	0	0	0	18	0	0	0	0	0	11	0	0	4	7	0	8	0	0	0	0	0	13	7	0	12	5	0	7	13	0	0	5	0	0	0	0	7	5	0	11	7	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0	17	0	0	17	0	0	45	0	0	48	0	0	9	20	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	13	0	0	39	0	0	8	0	1	10	0	0	12	0	0	2	0	0	35	19	2	0	0	0	67	0	0	57	0	0	20	0	2	87	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	0	3	0	7	13	0	0	0	0	15	11	0	0	1	6	0	5	0	0	0	0	19	10	0	0	37	0
0cf5633d0acee262e87da3db80a9baaf	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	5	0	0	25	0	0	0	0	0	0	0	0	6	7	0	3	2	0	0	0	0	8	26	0	6	15	0	0	28	0	0	0	0	1	0	0	1	3	0	24	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	29	0	52	38	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
77d2373134806bae7e007696b85eeaf5	0	4	0	2	0	3	0	0	0	922	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	214	95	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	180	61	0	0	6	0	0	0	24	0	0	0	0	0	0	0	0	0	1	2	0	0	1	31	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	391	0	0	2	6	0	11	0	0	18	0	634	0	0	22	0	0	0	2	0	1	0	0	3	2	0	657	0	0	1	0	0	40	4	19	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03344583b1663fc689de56d1cdc08ae7	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47defe127d80eb1237b51179fba59a97	5	14	0	8	5	0	3	0	0	0	0	0	3	0	9	0	6	0	0	0	3	0	0	2	0	0	2	210	30	0	0	17	0	10	0	11	28	0	0	11	0	0	18	0	0	17	9	2	3	4	0	0	0	0	37	12	0	12	5	0	23	81	24	0	37	3	0	10	0	2	14	11	0	15	16	0	25	8	0	68	2	2	7	4	651	3	3	343	10	0	75	9	0	0	0	0	0	0	0	0	0	0	81	0	32	34	0	0	16	0	0	8	2	0	0	0	0	3	0	1	7	12	0	24	0	0	40	2	1	85	0	0	31	0	0	87	0	4	400	129	0	41	3	0	93	4	2	270	4	0	4	0	7	0	0	3	0	0	30	0	0	0	0	0	0	0	0	72	0	0	190	0	0	0	0	2	233	27	9	4	0	0	267	0	0	114	1	0	19	0	4	12	0	0	16	0	0	0	0	0	40	0	0	0	0	0	0	0	0	8	0	0	13	0	4	9	0	0	0	0	19	18	0	0	31	14	0	0	4	32	25	0	5	8	0	0	13	8
8df052e31cc0671f3a313c5423a12f09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	28	0	7	0	0	9	0	0	7	11	0	0	0	0	0	23	0	0	0	0	0	0	0	10	7	0	34	8	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	9	0	8	0	0	14	0	0	0	1	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	5	0	0	7	0	0	25	0	0	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	35	0	0	0	0	0	1	0	1	60	0	0	0	0	0	3	0	0	5	0	0	0	0	1	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12	0	14	4	0	0	7	0	0	2	0	0	0	0	0	0	0	0	5	0
a27e05f1ceef5e6992d9b5e0ea970c07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	2	81	57	0	21	51	0	72	69	0	93	78	122	0	155	4	109	5	3	137	25	72	0	9	202	1	8	2	19	12	94	5	0	26	0	0	56	44	6	50	33	9	1	19	3	292	125	0	127	13	6	1	86	7	229	386	11	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
