OTUID,261MR,262MR,263MR,264MR,265MR,26AFR,26BFR,26CFR,26DFR,26EFR,4110MR,41AFR,41DFR,41EMR,41FFR,41FR,41GMR,41IMR,41JFR,41JMR,26FV1R,26FV2R,26FV3R,26FV4R,26FV5R,26MVAR,26MVBR,26MVDR,26MVER,41FV1R,41FV2R,41FV3R,41FV4R,41FV5R,41MVAR,41MVBR,41MVCR,41MVDR,41MVER,26FP12R,26FP16R,26FP3R,26FP7R,26FP8R,26H2R,26H3R,26H4R,26H7R,26H8R,26M14R,26M19R,26M2R,26M2ScR,26M4ScR,26M5R,26M6R,26M6ScR,26M9R,41FP16R,41FP17R,41FP18R,41FP19R,41FP20R,41M11R,41M12R,41M13R,41M14R,41M15R,H31R,H32R,H33R,H34R,H35R,M1R,M2R,M3R,M4R,M5R
67d56863b6dc22da4ea111e7fede63b6,0,0,0,0,0,0,0,0,0,0,1,3,0,46,1,25,6,24,0,0,0,0,0,0,0,0,0,0,0,1,45,12,0,694,6,1,84,0,101,15,0,4,108,9,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,57,6,0,0,0,0,0,2,0,64,0,9,35,0,109,32,167
2dac2ddb5210cc789dc77130b8c7db04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5e935ad49051f77f2ffc50ff0e1a4acc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301d4a76c8b292e969f2d391e8af1bd5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8dda47af4763036cd6067e3a2cc3f33e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6351d43814c54f633e81bd784e39e2e3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
972c49174f8a936bb2916788894b28c7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5b6ee6e089a3ceee5ec3d3be350f36e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b4fe18e8c269726f5fdabe7a863e8759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51f7c8ee44363f94d016d6907b20aced,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,4,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715b9857cdae34d5dc6c3efc277ede02,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,22,10,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,19,0,12,29,0,0,0,0,147,19,3,0,0,5,0,0,0,1,0,217,0,0,0,3,0,17,0,0,47,0,4,17,0,0,0,0,6,0,0,0
a1412a2979b69115777a6ce36230ae76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,1,3,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,4,0,0,0,0,0,0,26,7,0,27,0,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b08743e2e152c9e6c117cf375bb04ac1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,6,6,0,11,14,0,0,0,7,0,0,0,0,0,0,2,6,0,3,16,0,0,6,0,0,0,0,0,2,0,11,0,4,0,14,5,0,13,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0
0077869abf66171bc8ba8c2543dad261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
18eb929cf9350e0af65cf863c2786858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30c0f126a7993b0ab908089f49c524bd,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,18,0,3,7,0,0,10,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
d1f50eaa6be1809159b16818cf2d831a,0,0,0,0,0,0,0,0,0,0,0,48,0,0,2,94,54,78,100,0,0,0,0,0,0,27,0,0,1,3,0,0,0,184,0,7,0,0,0,0,39,64,0,61,0,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,29,0,0,67,0,0,0,4,0,0,0,11,4,0,0,2,0,16
2d9877263b00e80f52f76df9ea678dd0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
da23a012a516bba13afd4beba1392ce3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39c689289208bcf9c5d7a71f2254db3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,92,139,31,0,0,0,0,0,5,0,6,0,10,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3
a7ea85e24b031dcfaa6f9a074c3697a6,0,0,0,0,0,0,0,0,0,0,19,0,0,13,0,0,0,0,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,19,11,9,24,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,4,43,18,0,4,0,0,20
3a4312fcefb76bd57d1157fff29543b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,2,0,0,4,0,7,0,0,0,0,0,7,7,0,0,0,0,0,41,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45823aed0f507b73a601876d4a4f45e7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,24,25,5,27,6,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0
37a45ee366f627c9d24632fc3c9d64e1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93c376c25c0140c5308497f182be09db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,9,6,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,13,6,0,14,0,3,8,1,0,5,0,0,0,0,0,0,46,4,0,22,0,0,0,5,0,1,0,3,6,1,0,0,0,0,0
a5131e59a984a0bf302a77fa008f149e,9,0,0,0,0,46,0,0,0,37,41,0,0,7,0,18,34,38,5,0,4,6,0,5,0,20,31,58,4,0,0,0,0,81,0,12,14,0,6,25,41,100,135,73,67,43,164,11,47,12,5,12,0,0,26,23,67,200,0,646,292,283,172,109,0,120,47,25,3,7,12,1,12,48,29,51,29,30
1d3c218a697c9f5b07f5ed30dd331ae4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b30a47c2167969b1e092b6b0986e59e9,0,0,0,0,0,0,0,0,0,0,55,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,34,67,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,75,54,104,480,0,0,0,5,0,23,1,0,0,41,0,0,0,0,0
bd5a4244a4f4c630d76cded94e561a74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,22,0,0,0,0,0,6,0,0,0,0,8,0,13,0,1,0,0,0,0,0,0,4,0,11,0,0,0,0,0,2,1
ce7e13589f7444f1fbbc1cea6f3c32c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275df2146b2bdad0fe4155da6d69dd0f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
acfe9ebe62763053d36a4499bbc5c55a,0,0,0,0,0,0,0,0,0,0,5,0,0,16,0,0,0,0,0,0,3,0,0,7,7,4,11,0,0,0,0,0,0,117,3,4,5,0,29,0,0,8,8,0,9,0,20,19,0,0,0,17,39,8,14,0,0,108,0,58,71,0,33,5,1,0,91,3,3,13,55,0,0,0,0,0,11,5
f287b935e39974882cf018065ab56bfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09c7956c6e4c47f0d831badb54af96ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09c25852892900d095dffc4ed4f0c7b7,2172,3,12,13,2,344,0,0,11,170,165,27,0,363,60,58,47,66,759,40,123,8,57,1738,589,0,0,1,178,0,211,145,267,759,3534,845,993,74,877,136,721,69,545,704,2098,2,34,275,114,43,563,2381,156,3,145,33,222,5273,11,136,4880,1720,91,37,0,49,9,5,1501,961,1685,341,803,354,1009,1106,421,1157
4a4a615a58caa4b446883d46726a4c68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78768b133453fce79ee9fdca2dbf81de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a86b2ffd3d23c29accbc900bc98ab50a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bde8d6e30f3eccd2a88afa1a3db7f60b,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,5,0,61,2,40,0,0,0,0,0,0,0,0,0,0,20,0,0,8,34,7,38,6,0,6,0,0,19,0,0,0,0,0,0,58,13,0,2,6,0,0,0,0,0,0,0,0,2,0,0,0,1,0
b0b0a8231a00cae2e207d2b6e6695502,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,14,1,2,0,0,0,0,0,0,0,0,0,10,0,0,4,10,10,17,14,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748721e76d95895c4db5546e1fce044c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a058a8e4f4e252cdff89b02b24043a46,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,1,2,0,0,1,0,4,0,0,4,0,0,0,0,1,7,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7b25e10462ad4623f5835aaa20fe880e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6b220ee20c62cfa9835afa744f5c129d,0,0,0,0,0,2,0,0,3,393,0,146,0,0,0,0,221,13,0,0,15,64,0,117,0,0,0,12,0,0,0,0,0,0,7,0,0,3,0,0,0,129,0,0,2,0,1698,240,0,0,0,0,0,0,0,1,0,460,0,0,0,21,0,8,0,45,3,0,0,0,0,0,0,0,0,0,0,1
9a388672ef0064ac708688aca403fab6,6,4,0,0,0,4,15,0,3,5,19,6,0,12,9,11,7,3,13,5,10,4,0,0,0,6,6,0,0,21,8,8,7,200,13,0,43,16,186,33,28,47,28,35,17,3,0,20,1,9,0,9,10,17,25,0,0,58,0,245,75,82,25,15,0,0,10,1,13,29,69,22,10,26,40,51,10,128
b2c5ef9bcc1b8711ced4a39f2d94fe62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,21,241,454,0,31,0,0,0,2,0,0,0,3,0,0,0,0,11,0,0,0,203,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0
070175299e62656222c1900a4edcc5ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43cd7316071c4121768c2918c72fc3e8,0,0,0,0,0,0,42,3,10,53,25,52,0,61,35,89,0,2,173,55,0,0,0,1,51,25,0,54,0,0,0,8,0,926,49,50,52,0,0,0,0,0,312,0,0,0,0,0,0,92,0,0,0,0,3,0,0,0,0,0,365,2,38,0,0,0,0,0,29,8,0,92,0,11,14,0,0,0
a442e49938dd3fbe8cab8890a83d743b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fef6d22f7fd6f01f9a0282959aea5a94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,29,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
facd2806e2a0d66ace551f892c86c713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3cf432ac1676e0a9dbab8d4293dee3b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ffdabe2c7a2bcb77c1836a6bd04eef1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a723b0e692713f66d1e622aa811d8779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6f9e824c4fa889453c7642dab61f038f,0,13,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0c2bf7abdec5609a6ddacef01857b604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
df5c1ef25ab497ab767dcbb6be082f83,0,0,0,0,0,149,6,0,0,0,48,2,0,695,90,70,103,7,104,55,0,0,12,0,0,0,0,68,0,70,15,0,44,276,0,27,2,7,0,12,165,53,97,116,64,25,0,0,1,1,0,0,11,93,206,317,49,4,0,470,134,20,624,0,2,0,0,0,19,210,5,19,9,105,0,133,67,572
08bd82996846f3f684ef1017600dc80d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9f1f0585430f20f24438bef5fd4ec404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ff5555c7b67945eb99d7caca7d7cd387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2f3b94b01f968344e3ca15a8d75bb49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951082ca84ea0264a6499ecf356b4d5a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,11,0,0,0,0,27,2,0,10,0,0,51,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83ec17c8ff3a35fa17e6b01f3a60bb07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64166f47efaac9c63010f41e448826dd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69b1ac101a01f0cbc4a69b05f42a0553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1fb6da3053c51de1ce8b5b8d754bbd6c,0,10,0,0,0,0,0,0,0,11,9,0,0,6,4,0,0,0,26,0,23,31,0,0,0,55,121,31,21,10,6,0,0,46,10,9,0,0,0,0,25,30,0,29,59,30,51,37,0,5,2,4,0,0,29,82,0,235,2,291,13,1,44,0,0,0,47,0,0,0,24,0,0,13,1,0,15,31
cf4663e568af044475d71cf41455b4d6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,9,11,3,0,0,1,0,0,29,0,0,0,0,0,0,0,0,0,0,10,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
6a73f683bf96f4ffdd3daca8375c29f9,48,18,4,0,0,8,0,0,0,7,0,0,0,13,0,0,10,9,0,1,62,6,117,94,65,11,81,706,368,22,6,0,0,0,12,5,4,6,96,41,430,30,0,71,86,0,32,52,42,49,5,7,44,89,9,41,49,40,2,138,56,74,208,5,0,0,61,27,4,3,30,6,5,37,27,55,39,27
6ce35ed9c44a62a27bdcdd6f9debd13a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2215fda718f2798e7e94648af4e01b1c,6,6,0,0,0,3,4,0,0,2,0,0,0,0,4,0,2,0,1,0,0,4,4,3,0,5,10,266,89,0,0,0,0,140,1,0,19,0,0,0,0,12,0,24,20,10,5,47,4508,7,0,4,5,24,3,0,12,16,0,0,0,0,7,134,2,0,10,29,1,6,1,0,0,5,5,0,0,0
8033a7d22c7513e4bffd2ac194c695fe,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,13,0,0
48eba04a4c6ea4f83699ebdc7a48b4dd,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,8,0,0,3,0,0,0,0,3,0,0,0,0,15,0,0,0,20,0,41,0,3,0,0,7,2,0,0,0,2,56,0,21,0,1,0,12,0,0,4,0,0,0,8,0,0,0,1,0,0,0
9c609ba77a16d66dd36d7183ac3b6cec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,15,0,0,9,0,12,0,0,0,0,0,0,0,1,0,5,0,0,0,2,0
25bfef134d9efb44530ab2f93764e27d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
6d2830e6c40742dbd5be3ff76cbbaedd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4652ae8974fc9154d4f2f2cd2368b3dc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
