OTUID,261MR,262MR,263MR,264MR,265MR,26AFR,26BFR,26CFR,26DFR,26EFR,4110MR,41AFR,41DFR,41EMR,41FFR,41FR,41GMR,41IMR,41JFR,41JMR,26FV1R,26FV2R,26FV3R,26FV4R,26FV5R,26MVAR,26MVBR,26MVDR,26MVER,41FV1R,41FV2R,41FV3R,41FV4R,41FV5R,41MVAR,41MVBR,41MVCR,41MVDR,41MVER,26FP12R,26FP16R,26FP3R,26FP7R,26FP8R,26H2R,26H3R,26H4R,26H7R,26H8R,26M14R,26M19R,26M2R,26M2ScR,26M4ScR,26M5R,26M6R,26M6ScR,26M9R,41FP16R,41FP17R,41FP18R,41FP19R,41FP20R,41M11R,41M12R,41M13R,41M14R,41M15R,H31R,H32R,H33R,H34R,H35R,M1R,M2R,M3R,M4R,M5R,abun,dominio,phylum,clase,orden,familia,genero,especie,Confidence,taxa
8b74089f59b28e641f2c8c736707f8b2,0.221650856,0,0,0.146627566,0,0.137534384,0,0,0.30738674,18.30523514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224619258,0.267642073,0,0,0,0,0,0,0,0,0,0.013779039,0,0,0,0,0,0,0.005375477,0,0,0.0075914,0.20930607,0.545732373,0.137963656,7.924037755,40.71389895,0.46424587,3.020906272,0.385769396,2.515975755,0,0,0,0,0,21.6365015,25.85187271,3.705636743,7.087040619,0.073583517,0,0,0,0,0,0,0,0,0,0,1.716793758,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales, f__Enterobacteriaceae, g__Salmonella,NA,0.717139406,Salmonella
95d5c26e5a939615d46e26659e68afcb,0.150722582,0.31840796,0,0,0,0.450112528,0.024455857,0,0.037832214,2.679680568,3.662434137,0.870556534,0.007459347,0.620147468,0.208110993,1.550682385,0.884296289,2.462519936,2.953972979,4.488680718,0.293040293,2.289780078,0,0.297379842,0,1.209360116,0.576492448,0.232024288,0,0.19437799,0,0,0.148116801,1.755429047,0.141962422,2.784338098,0.00550388,0.14858841,0.788161049,2.224961479,2.59118541,3.354632588,3.412845515,1.333449538,0.077174236,0.967585873,0,2.169816876,0.121462407,0.016100467,0.73128138,1.793527534,0.361724976,0,1.022060676,0.125037511,3.200457208,7.975702374,0,2.780835839,3.171721644,0.560174163,1.912658699,1.028582732,0.154885948,2.005666567,1.237911025,4.709345107,0.32504665,2.630485948,0.965807662,2.721125532,4.926172743,1.638115014,0.414825989,5.190168176,2.530222097,4.591914569,1.374478198,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Bacteroides_sartorii,0.963063691,Bacteroides sartorii
471cb54e3355495ffbd668b1558444c9,0,0,0,0,0,0.012503126,0,0,0,0,0.613284962,6.518810239,0.014918693,3.98945261,4.429028815,13.71952508,1.336380347,1.480063796,0.17861232,0.93676815,0,0,0,0,0,0,0,0.091328709,0,0.403708134,0.578778135,1.013758146,0.317393144,6.513370097,0.008350731,0.074580485,0.324728934,0,1.543252404,0.006163328,0.296352584,5.213476619,0.012088001,0.104584277,0,0.618179863,0,0.005888241,0,0,0.065487885,0,0,0,0.475042286,0,0,0.347485011,0,0.080450523,0.066415763,2.131208067,7.198833795,0,0,0,0,0,3.810269066,0.018459551,0.8056026,0,0,6.725500375,9.487124232,3.808538163,8.602755131,0.040681414,1.205374152,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__uncultured_bacterium,0.825777429,Bacteroides
e289fe9035a3575d3f1ab134e5810ee5,0.46103378,1.910447761,0,0,0,2.425606402,2.341648325,0.055912776,0.033103187,0,0.025913449,4.238781221,0.044756079,0.014649153,0.112059765,0.249292263,0.039743653,0.133971292,0.187771926,1.990632319,0,0,0,0,1.921489154,0,0.271570823,0,0,0.523325359,0.900321543,0,0.084638172,0,0.734864301,1.727781231,0,0,0,0.030816641,6.664133739,14.24629683,4.254976227,4.222590204,0.00593648,0.016126431,0,3.432844609,0.0075914,0.016100467,0.185549007,0,0,1.686867425,0,0,0,0,2.151543499,0.004234238,0.028042211,0.482513654,1.137256524,0,0,0,0,0,0.126407031,8.05297891,0.865107337,7.230886683,9.074872599,0.121128223,0.037711454,4.858990944,0.028113579,4.134248665,1.19914332,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Roseburia,NA,0.874601952,Roseburia
82edfabb1a0d27400eea1c831119efc0,2.074652008,0.955223881,0.015553309,0.024437928,0,0.437609402,0.030569821,0,0.028374161,1.259982254,1.243845556,0.497460877,0.02237804,1.401435617,0.208110993,0.74787679,0.536539321,0.172248804,1.186168995,1.2490242,1.227106227,1.241914618,0.718637713,3.054171355,0,0.898736799,1.100576492,2.764544714,0.138281738,1.360645933,2.379421222,1.520637219,0.825222175,0.10702023,2.104384134,2.821628341,1.128295448,0.222882615,2.292832144,2.305084746,3.806990881,3.064188208,2.780240148,0.191737842,0.866726031,0.048379294,1.558802458,0.382735677,6.234058059,0.595717276,1.680855708,0.015767275,0.028259764,0.104127619,1.867779897,0.075022507,0.542934705,1.996064469,0,0.800270991,0.27304258,1.166180758,0.705099045,0.804404444,0.021120811,3.10915598,2.468085106,0.919793966,1.577078192,0.059993539,0.352451137,3.664521758,0,2.924381381,3.210860899,0,2.291256677,1.011950165,1.17312245,d__Bacteria, p__Firmicutes, c__Bacilli, o__Erysipelotrichales, f__Erysipelatoclostridiaceae, g__Candidatus_Stoquefichus,NA,0.718036084,Erysipelatoclostridiaceae
931b95c7ec8076f15d2647ce159fce8f,0.56742619,0,0,0,0,0,0,0,0,0,0,4.705150793,0.014918693,0.014649153,8.271077908,0.046478219,8.351135178,0,0.018319212,0,9.377289377,0,0.234338385,0,0,3.445848002,0,0.172784045,0.053528415,0,0,0.217233888,0,0,0,0,0.049534922,0,0,4.388289676,0,0,0,0.008715356,4.226773523,0,3.009053212,0.002944121,0.276326977,0.032200934,19.91923161,0,0,0.270731809,0,0,0,0,0,0,0,0,0,0.593413114,0,1.014017298,1.16827853,0,0.012038765,0.793760672,8.930287911,0,0,0,0,0,0,0,1.028022768,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides,NA,0.999999992,Bacteroides
8634a67d3fc918d3322755bb24142164,0.070928274,0.218905473,0,0,0,0.512628157,1.681340181,0.04659398,0.217535231,4.152617569,1.602314935,2.57021453,0.029837386,0.019532204,0.138740662,0.794355009,0.084455264,0.063795853,0.325166018,0.598490762,0,0.310478655,0,0,0.758087518,0,0,0.034556809,0.017842805,0.388755981,3.762057878,0,0.169276344,0.026755057,0.025052192,2.535736482,0.016511641,2.451708767,0,0,3.670212766,1.749927389,2.933354823,8.436465051,5.040071238,0,0.006513102,0.79785668,0,0,0.04365859,1.29685837,0.536935511,1.870132034,0,0.035010503,0,0.696286254,0,0.132319939,0.05313261,0.376844437,1.741036351,0.032967395,0,3.951685058,1.222437137,0,0.168542708,2.330518252,0.050350162,1.374195659,1.489611917,5.196977562,0,1.319534282,2.249086309,3.803712179,0.977314178,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae,NA,NA,0.999996819,Lachnospiraceae
c54feaed94b53803cf5bad847674d8b2,0,3.562189055,0,0,0,0,0,0,0,0,0.008637816,0.756555083,0.02237804,9.687973046,0.933831377,4.406980183,1.376124,2.63476874,0.018319212,0.234192037,1.474358974,0,0,1.277929593,0,0,0,0.355441463,0,0,0,0,0.275074058,0,0,0.422622747,0,0.520059435,0.614545154,1.066255778,5.303951368,2.566802207,4.396002901,1.520829702,0.00890472,0,3.438917957,0.379791556,0.00151828,0,0,0.039418188,0,0,0,0.080024007,0,2.872016269,0,0,0.004427718,0.174417864,3.816012572,0,0,0,0.13926499,0,0.939023656,3.142738474,1.711905525,0.049078416,6.990722592,0.421064775,0.662644112,4.212160414,1.251054259,2.400203407,0.976552971,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides,NA,0.839846026,Parabacteroides
5fae701def594df66f61c4fa30f25f27,0.753612909,0.278606965,0,0,0,0.550137534,0.21398875,0.037275184,0.042561241,0.674356699,0.894013993,0.321276816,0,0.415059329,0.101387407,0.025351756,1.132694123,2.009569378,0,0.182149362,1.007326007,1.254851229,0,0.466162996,0,0,0.0047644,0.051835213,0.151663842,0,1.221864952,1.665459812,1.713922979,1.312484207,0.776617954,0.758234929,0.687985029,0,1.537740789,1.084745763,3.06231003,4.425646239,0.012088001,0.527279066,0.934995548,0,0.538416448,5.105105105,0.183711891,1.561745291,0.785854617,0,0.090431244,0.049981257,0.356281714,0,2.771824546,0.001974347,2.432179607,2.634754626,4.587115342,0.152774772,0.278110914,1.737381729,0,5.87533552,2.460348162,8.351729213,0.662132065,0.899903087,1.817183137,0,0,0.057680106,0.010774701,0,1.22294068,1.078057462,0.974278821,d__Bacteria, p__Firmicutes, c__Bacilli, o__Erysipelotrichales, f__Erysipelotrichaceae, g__Faecalitalea, s__uncultured_bacterium,0.983321001,Faecalitalea
4b0728eafc19e8e712a7483e055fa79a,0,0,0,0,65.6394453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073260073,0.181112549,0,0,0.232680327,0.169807414,0.11911001,0.209809197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153730931,0,0,0.165545039,0.060018005,0,0.315895465,0,0,0,0,0,0.049451093,0,0.044736057,0,0.735835173,0,0,0,0,0,0,0,0,0,0,0.873723547,d__Bacteria, p__Firmicutes, c__Bacilli, o__Mycoplasmatales, f__Mycoplasmataceae, g__Ureaplasma, s__uncultured_Ureaplasma,0.788141795,Ureaplasma
65f1d29871c8da3b9207a0baeea0f9af,0.443301711,0.378109453,0,0,0,1.912978245,0,0,0,1.206743567,0.431890818,0.435278267,0.014918693,0.180672884,0.144076841,1.276038366,0.263301704,0.038277512,1.0441951,0.221181369,0.43040293,0.620957309,0.140603031,2.628194824,0.855663139,0.041416442,0.147696412,1.071261077,0.267642073,0.19437799,2.733118971,0.217233888,0,0.157557561,1.511482255,0.894965817,0.220155209,3.714710253,0.879102709,0.998459168,0.600303951,1.437699681,1.579498751,0.474986927,1.549421193,0.059130248,0.271379258,0.153094271,0.012146241,0.660119143,1.211525868,1.750167527,0.486067936,0.116622933,0.874509663,0.155046514,0.671524504,1.785467492,1.683816651,2.074776644,2.120876688,0.854265599,1.012158306,0.286816339,0,0.342976439,0.580270793,0.147167035,2.058628785,0.946051964,1.405227262,3.773584906,0.333202666,1.609274961,0.808102575,0.051746442,1.370536969,4.368166794,0.838363148,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae,NA,NA,0.999999229,Lachnospiraceae
e541825ce8b86c18c3108e8dc20a1675,0,1.333333333,0,0,0,0,0.018341893,0,0,0,1.040856871,1.689294227,0,6.733727233,0,1.499978874,2.066669979,1.346092504,0,0.156128025,0.045787546,1.293661061,0,0.024111879,0.015011634,0.024849865,4.688169994,0.153037297,0.026764207,0.403708134,0.096463023,0,0.846381718,0,0.041753653,1.081417029,0.022015521,0.111441308,0.303138865,0,1.983282675,0.653499855,2.06704811,3.146243681,0,0.005375477,0,0.500500501,0.010627961,3.477700853,3.983846322,2.294138516,0.367376929,0.00833021,4.66045273,0.080024007,0.928704101,4.195486644,0.467726848,1.165474023,0.935724301,0.035647447,2.588809396,0,0,0,0,0,0,0.184595505,1.382340825,0,0,1.020937879,0.802715225,0,0.562271577,2.33409611,0.832116838,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__Alistipes,NA,0.999999811,Alistipes
744d9f0fc700fd631a47dccf094e1423,0.718148772,0.218905473,0,0.012218964,0,0.150037509,0.024455857,0,0,0.221827862,0.090697072,0.103637683,0,0,0.053361793,0.021126463,0.158974614,0.031897927,0.054957637,0.247202706,0.283882784,0.245795602,1.67161381,0.602796978,1.043308564,0.256781942,0.433560436,8.478759904,2.930680703,6.294856459,0.192926045,0,0.232754972,0.176880658,0.150313152,0.348042262,0.077054323,0,0.327941136,0.573189522,0.129179331,0.43566657,1.490853413,0.366044971,0.299792223,14.79868838,0.178024793,0.474003415,10.03127657,0.241507004,0.174634359,0.149789113,1.0286554,0.137448457,0.169143844,1.135340602,0.542934705,0.213229439,0.841908326,0.749460135,0.274518486,0.43158873,0.108556305,0.178023934,0,0,0.239845261,0.110375276,0.096310119,0.216899718,0.064082025,0.316283128,0.078400627,0.496048913,0.199331969,0.507115136,0.23896542,0.411899314,0.820313013,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Blautia,NA,0.991538,Blautia
01993aba463e74b6c31b2cebdc8f5ff1,0,0,0,0,0,0,0,0,0,0,0.220264317,0.134728987,0,0,1.467449306,1.195757806,0.004967957,0,0,0.013010669,22.59157509,0.413971539,0.531167005,0.088410223,0.022517451,0,0,0.054303557,0.664644482,0,0,0,0,0.104047446,3.39874739,0,0.132093126,0,1.554275636,7.839753467,0.060790274,0.442927679,0.120880006,0.200453199,0,0,0.119406873,0,0.00607312,0,1.768172888,0.027592731,0,0,0.277108,0,0,0,3.367633302,5.547910404,1.657442255,0.019096846,0.727844175,0,0,0.410080525,0,0.367917586,1.781737194,0,0.187668787,0.02181263,0,4.256791832,0.113134361,0,0.021085184,0,0.794041607,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae,NA,NA,0.999999983,Lachnospiraceae
0f4013b00115275df5e0ab6306716e8e,0.053196205,0.835820896,0,0,0,0.512628157,0.012227929,0,0.01418708,0.363797693,4.275719098,2.611669603,0,0.400410176,0.75773746,0.895762032,0.019871827,0.784688995,0.755667506,0.455373406,2.032967033,3.842173351,0.15622559,0.699244494,0.007505817,1.114102299,1.257801706,0.108607114,0.026764207,0,0.064308682,0,0.148116801,2.00068374,0.175365344,0.435052828,0.033023281,0,0.4905338,0.536209553,0.805471125,0.003630555,0.028205335,2.183196793,2.511130899,1.3599957,5.636004429,3.300359183,0.127535528,1.191434552,0.895001091,1.765934802,0,0.020825524,0.543419585,0.015004501,0.514359194,1.342555726,0,0.568446458,0.401446388,0.008911862,0.081675696,0.089011967,0.021120811,0.014912019,0.278529981,2.501839588,0.463492446,0.479948313,0.123586762,2.099465591,0,0.571033051,0.296304278,2.276843467,1.201855496,0.579710145,0.771533879,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides,NA,0.999999099,Bacteroides
17d2296cc942354209a747a1252cc6ba,0,0,0,0,0,0,0,0,0,0,0.030232357,0,0,0,0.048025614,0,0.154006657,0,0.004579803,0,0.073260073,0,12.48242462,0,0,10.93808242,15.02691886,0.017278404,0,0.074760766,0.321543408,0,0,0.031214234,0,0,0,0.631500743,0,0,0,0.010891664,1.245064066,0,0,0,0,0.032385327,0.059212924,0,0.818598559,0,0.186514441,0.449831313,0.032389247,0.025007502,0.071438777,0,0.935453695,1.127365881,0.993284628,0.025462462,0.008270957,0,0,0,6.19729207,0,0.012038765,0,0.09154575,0.02181263,0,0,0,0.025873221,0.196795052,0,0.671799447,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__uncultured, s__uncultured_bacterium,0.844649697,Lachnospiraceae
0aa6767415c3c1d08d147c80b16ec596,0.913201525,0.039800995,0.209969671,3.103616813,1.694915254,1.750437609,1.73636586,19.56015283,0.515463918,0.700976043,0.328237022,0.041455073,7.735342384,0.029298306,0.213447172,0.363375164,0.591186845,7.208931419,0.196931532,3.460837887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049720323,0.00550388,0.185735513,0.002755808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649200754,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter, s__Acinetobacter_lwoffii,0.942538201,Acinetobacter iwoffii
ab37861a579863cd2498da8b71927083,0,0,0,0,0,0,0,0,0,0,1.010624514,0,0,0,0,0,0.009935913,0.012759171,0,0,0,1.552393273,0,0,0,0,0,0.064176931,0,0,0.032154341,8.182476466,0.021159543,0.462267937,0.050104384,0.31075202,2.619846992,4.977711738,0.002755808,0,0,0,0,0,1.914514693,0,2.390308504,0,0,0,0,0.007883638,0.039563669,0,0.791737143,0.150045014,0,0.290228958,0,0,0,0.001273123,0,0,0,0,0,0,15.9152471,0.036919101,0,0,0,1.949587587,3.674173042,0.020698577,2.790272702,0.061022121,0.632597359,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae,NA,NA,0.999999916,Lachnospiraceae
e7dda14f2020bb1da5af99886b9c1cfd,0.390105506,0,0.015553309,0,0,4.076019005,0,0,0.056748321,0.035492458,0.025913449,0.031091305,0,1.113335612,0.709711846,0,0,0,0,0,1.84981685,0,0,0,0,0.583971837,0.066701606,0,0,0,1.479099678,0,0.021159543,0.127829719,0.133611691,0.099440646,0,0,0.008267424,6.409861325,0.037993921,0,0.016117334,0.052292139,0.00296824,0.010750954,0.002171034,3.903903904,0.746993805,3.799710192,1.309757695,0.015767275,0,0,0,0.025007502,0,0.791054893,0,0,2.272894989,0.387029422,10.53926637,0,0,0,0.216634429,0,0.02407753,0.826064885,2.645672175,1.003380958,0.026133542,0,2.04180584,0,1.152656733,0.035596237,0.629736322,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnospiraceae_NK4A136_group,NA,0.811806256,Lachnospiraceae NK4A136
b587fe14b9d8d45fbcc2e6cfb9383a93,0,0.696517413,0,0,0,0,0,0,0,0,0.384382828,0,0,0.004883051,0,0,0.293109444,0,0,0,0.934065934,2.470892626,0.124980472,1.502973798,0,0.020708221,3.382724284,0,0.25425997,0,0.77170418,0,3.914515446,0.001486392,0,0.136730889,0.01100776,8.729569094,0,0.018489985,0.053191489,0.083502759,0,3.215966533,3.143365984,2.633983766,2.522741582,0,0.242924815,0,0.993232919,0,0,0.083302095,0,0,0,0,0.841908326,0.972816192,0,0,0,0.629677249,0,0,0,0,0,0.027689326,3.213255825,0.005453157,0.797073043,0,0,0,2.909755412,0.066107297,0.590883969,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__[Eubacterium]_coprostanoligenes_group, g__[Eubacterium]_coprostanoligenes_group,NA,0.999998438,Eubacterium coprostanoligenes
a8a2ce4676ea626d7d3734fb97677b63,4.78765848,2.308457711,0.015553309,0,0,0.23755939,0.207874786,0,0,0.603371783,0.038870174,0.860192766,0,0,0.058697972,0.021126463,0.01490387,0,0.160293107,0.234192037,0.119047619,0.336351876,0.874863303,1.068959974,1.373564512,0,0.695602458,5.220546491,0.049067713,0.284090909,0.192926045,0.579290369,3.766398646,0.002972784,0.35908142,0.074580485,0.181628048,0,0.052360349,0.061633282,0,0.007261109,0.282053348,0.12201499,0,0,0,0.158982512,0.242924815,0.46691354,0,0.473018251,0.06217148,1.199550169,0,2.530759228,0.857265324,7.373526644,1.590271282,0.214887581,0.126927902,0.189695342,0.017575783,1.86925131,0,0.991649269,0.324951644,0.404709345,0.006019382,0.189210393,0.05492745,0.163594721,0,0.346080637,0,0.812419146,0.028113579,0.091533181,0.590256122,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae,NA,NA,0.99999979,Lachnospiraceae
cdd34c161813f6bb82f0815a945f8bce,0.06206224,0.019900498,0,0.012218964,0,0.350087522,0.018341893,0,0.061477348,1.366459627,0.025913449,0.176184061,0,0,0,0.01690117,0.01490387,0,0,0.013010669,0.183150183,0.63389392,0.281206062,1.687831538,4.435937852,0.053841375,1.133927295,0.51588379,1.235614239,0.792464115,0.868167203,0.651701665,0.042319086,1.65732717,0.35908142,0.174021131,0.418294898,2.488855869,4.817152148,0.61633282,0.060790274,0.021783328,1.56741075,0.091511243,0.151380232,0,0.017368273,0.376847436,0.192821572,0.966028015,0.905915739,0.090661831,0.045215622,0,0,0.265079524,0.128589799,0.264562452,1.309635173,1.233221832,0.014759058,1.066877156,0.90773748,0.032967395,0,0,2.143133462,1.582045622,0.108348883,0.013844663,0.032041012,0.730723089,0.032666928,1.361250505,1.190604461,1.376455369,1.300253022,0.020340707,0.574196628,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae,NA,NA,0.999999922,Lachnospiraceae
232847d3f802b6c91083b3aad6fc673f,1.223512723,1.751243781,0.046659927,0.012218964,0,0,0.030569821,0,0.018916107,1.428571429,0.017275633,0.393823194,0,0.854533913,0.07470651,0.021126463,0,0.114832536,0,0.052042675,0.238095238,0.103492885,0,0.088410223,0.570442093,0.273348519,0.038115203,0.291264532,2.66303863,0,0.353697749,0,2.369868811,3.048590157,0.743215031,0.484773151,0.286201772,0,0.2452669,0.332819723,0,0.06898054,0,0.396548719,0.118729593,0.053754771,0.458088187,2.758640994,3.009231143,3.928513927,0.392927308,1.064291064,0.785621432,1.815985672,0.54701839,0.020006002,0.52864695,0.332348354,1.96445276,0.622432993,0.674488968,0.799521306,0.106488565,0.636270728,0,0,0.765957447,0.331125828,0.764461566,0.216899718,0,0.56167521,0,0.069216127,0.42560069,0.010349288,0.499016025,0.106788711,0.551342991,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae,NA,NA,0.999999877,Lachnospiraceae
fc7fe8a11f8601769081bf1e9a67fc5a,0,0.278606965,0,0,0,3.800950238,0.012227929,0,0.018916107,0.310559006,0.259134491,0.559643486,0.029837386,0.561550857,0.576307364,1.191532514,1.341348303,1.480063796,0.23814976,0.065053344,0.128205128,0.051746442,0,0.10448481,0,0.190515635,0.080994807,0.019746748,0.026764207,0.254186603,0,0,0,0.175394265,0,0.049720323,0,0,0.639347425,1.855161787,1.253799392,1.198083067,0.132968007,0.244029981,0.296823983,0,1.71511691,0.05005005,0.022774201,0.499114474,1.353416285,0.307461863,0.084779291,0.066641676,0.125958182,0.300090027,0.885840834,0.277724763,1.122544434,1.870474658,1.622020515,0.0165506,2.935155701,0.860449016,0.00704027,0,0.224371373,1.103752759,0.487569975,0,0.366183,2.023121387,2.495753299,0.271096499,0.630320009,0.429495472,0.035141974,2.41037376,0.538797916,d__Bacteria, p__Desulfobacterota, c__Desulfovibrionia, o__Desulfovibrionales, f__Desulfovibrionaceae, g__Bilophila, s__uncultured_bacterium,0.969931186,Bilophila
cb081bb5948f790018b39136283a3b98,3.812394716,0.278606965,0.108873163,0.048875855,0.30816641,0.450112528,0.04279775,0,0.01418708,0.505767524,0.051826898,0.186547829,0.029837386,0.009766102,0.026680896,0.076055267,0.07451935,0.019138756,0.009159606,0.039032006,0.018315018,0.21992238,0.484299328,0.064298344,3.377617654,0,0.033350803,0.394934959,0.093674726,1.569976077,0.803858521,0,1.671603893,0.154584776,0.626304802,0.111870727,0.335736694,0.29717682,0.391324717,0.154083205,0.417933131,0.28318327,0.282053348,0,0.100920154,0.016126431,0.026052409,1.501501502,1.626077979,0.161004669,0.054573237,0.09460365,0.06217148,0.25407139,0.338287688,0.935280584,1.143020431,2.006594318,0.935453695,0.550450946,0.14168696,0.827530014,0.052727348,0.154946758,0.00704027,1.990754548,0.015473888,4.157468727,0.728345272,0.27227837,0.75067515,1.526884066,0.169868026,0.392224722,0.603383256,0.403622251,0.695811077,0.294940249,0.523978215,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae,NA,NA,0.999999755,Lachnospiraceae
f330a8d2204597dbe97585c4185570bd,0,0,0,0,0,0,0.195646857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009157509,0.401034929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019709094,0.067823433,0,0,8.167450235,0,0.17308439,0,0,0,0,0,0,0,31.38234417,0,0,0,0,0,0,0,0,0,0,0,0,0.518157059,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Bacteroides_fragilis,0.992963015,Bacteroides
721d6345b84d6768b72ee1b3a4ab84f4,0,0.63681592,0,0,0,0.300075019,0.006113964,0,0,0.692102928,1.602314935,0.466369572,0.014918693,7.051125543,0.405549626,0.01690117,0.079487307,0.727272727,0.783146325,0.507416081,0.512820513,0.142302717,0,0.128596689,0,0.256781942,0.157225213,0.009873374,0,0,0.192926045,0,0.190435887,0.194717363,0.11691023,0.174021131,0.016511641,0,0.372034062,0.104776579,0.592705167,0.384838803,1.539205415,0.427052466,1.822499258,0,3.794967543,0.008832362,0,0,1.37524558,0.563680082,0,0,0.381473351,0.130039012,0.228604086,4.485057486,0,0.202184867,0.830934986,0.050924924,0.054795087,0.372531566,0,0,0.030947776,0.036791759,1.384457955,0.041533989,0.572160937,0.588940997,0,0.634481167,1.486908738,1.702457956,0.210851841,0.498347318,0.516576868,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__Alistipes,NA,0.999999999,Alistipes
e5c57220db542d1fa35c9e7cf1105a74,2.863729054,0.457711443,0.077766545,0,0.30816641,0.525131283,0,0,0,0,0.151161786,0.06218261,0,0.05371356,0.069370331,0.012675878,0.188782354,0.325358852,0.036638425,0.130106687,0.045787546,0,0,0,0.885686407,0,0.0047644,0.118480488,0.25425997,0,0.353697749,0.796524258,1.438848921,0.729818512,1.21085595,0,0.23116297,0,0.793672665,0.036979969,0.136778116,0,0,0.213526233,0.445235975,0.059130248,0.169340657,3.241476771,5.669257865,3.381098052,0.098231827,0.149789113,0.073475386,2.186679995,0.90689891,0.010003001,0,0.299442576,0,0.038108142,0.968194229,0.276267712,0.025846739,0.006593479,0,0,0.046421663,0,0.692228977,0.216899718,0.746097862,0.763442033,0.849340128,0.138432255,0.096972309,0.641655886,0.709867866,0,0.454099599,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Blautia,NA,0.923213021,Blautia
a3ec387c4e557381be14dad3d94736f7,0.026598103,0.258706468,0,0,0,0,0,0,0,0,0,0.23836667,0,1.181698325,1.883671291,0.042252926,0.963783596,2.04784689,0.467139913,0.897736144,0,0,0.031245118,2.354926861,0,0.418306068,0.0047644,0.577592378,0,0,0,0,0,0,0,0.372902424,0.016511641,0,0,1.867488444,1.147416413,0,1.325650737,0.021788391,0,0,0.145459282,0.515221103,0,0.305908871,0.567561668,0.469076432,0.067823433,0,2.781876417,0,0,0.397501793,0.374181478,1.457636448,1.44638772,0.02036997,0.482817088,0.019780437,0,0,0.015473888,0,0.018058147,1.421385389,0.49434705,0.027265787,3.815497191,0.65755321,0.10774701,0,0.007028395,1.51538266,0.426637616,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides,NA,0.999998762,Bacteroides
