OTUID,261MI,262MI,263MI,264MI,265MI,26AFI,26BFI,26CFI,26DFI,26EFI,4110MI,41AFI,41DFI,41EMI,41FFI,41FI,41GMI,41IMI,41JFI,41JMI,26FV1I,26FV2I,26FV3I,26FV4I,26FV5I,26MVAI,26MVBI,26MVCI,26MVDI,26MVEI,41FV1I,41FV2I,41FV3I,41FV4I,41FV5I,41MVAI,41MVBI,41MVCI,41MVDI,41MVEI,26FP12I,26FP16I,26FP3I,26FP7I,26FP8I,26H2I,26H3I,26H4I,26H7I,26H8I,26M10I,26M14I,26M19I,26M2I,26M2ScI,26M4ScI,26M5I,26M6I,26M6ScI,26M9I,41FP16I,41FP17I,41FP18I,41FP19I,41FP20I,41M11I,41M12I,41M13I,41M14I,41M15I,H31I,H32I,H33I,H34I,H35I,M1I,M2I,M3I,M4I,M5I,abun,dominio,phylum,clase,orden,familia,genero,especie,Confidence,taxa
931b95c7ec8076f15d2647ce159fce8f,0.206003531,0,0,0,0.608743774,0,0,0,0,0.101183064,0,7.144127586,0.022451729,0.021242247,13.72134915,0.009673051,2.048056765,0,0.061152729,0,0.030712531,0,0.169204738,0.067314165,0,0.014806041,0,0,0.527704485,0,0,0,0.289519398,0,0,0,0,0,0,0,0.01038206,0,0,0,0,0,0.189753321,0,0.015174507,0.093482906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052910053,0,0.031051079,0.158982512,0,0.012226434,8.004082228,0,0.015070833,0,0,0,0,0,0.420329511,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides,NA,0.999999992,Bacteroides
1d2c06f141cd8e2820c0220ffac2e557,0,0,0,0,0,0,0,0.097191175,0.056859719,0.007783313,0.127578142,0.118574732,0.104774734,0,0,0.290191526,0,0,0.132497579,2.117124808,0.245700246,0,0,0.192326185,0.036576445,0,0,0,0,0,0,0,0,0,0,0.181206316,0,0,0,0,15.75996678,0,0,7.491856678,1.382033564,0,0,0,0.28831563,0,0,0,0,0.055668955,0,0,0,0,0,1.131770412,1.104972376,0,0,0.461879834,0.08605852,0,0,0,0,0,0,0,0,0,0.010047222,0,0,1.042912183,0.241820768,0,0.409571098,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae,NA,NA,0.999998761,Lachnospiraceae
01993aba463e74b6c31b2cebdc8f5ff1,0,0.059830083,0,0.024658885,0.516509869,0,0,0,0,0,0.095683606,0.041501156,0.00748391,0.021242247,1.372756072,1.354227123,0,0,0.086633033,0,10.30405405,1.127856101,0.199969236,5.529377825,0,0.014806041,0,0,0,0,0,0,0,0,0,0,0,0.08984726,0.208099888,0.020898642,4.744601329,0,0,3.25732899,1.875616979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080840744,0,0,0,0.025420625,0.395869191,0,0,0,0,0,0.18433375,0,0.116635078,0.050023088,0,0.558375635,0,0.026571011,0,0,0.404888143,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae,NA,NA,0.999999983,Lachnospiraceae
7e7fec82e008acf6fc9c17fca7bfd6cd,0,0,0,0,0,0,0,0.087472058,0,0,0.212630236,0.136360941,0,0.05947829,0,0,0,0,0,0.520744408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129433083,0,0,0,0,11.60714286,0,6.666666667,4.560260586,1.57946693,0,0,0,0.04552352,0,0,0,0,0,0,0,0,0,0,0,0.526177322,0,0,1.313686206,0.189328744,0,0,0,0,0,0,0,0,2.201015853,0.266251381,0.152284264,0,2.125680882,0,0,0.404745053,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae,NA,NA,0.999993886,Lachnospiraceae
e541825ce8b86c18c3108e8dc20a1675,0.014714538,1.376091899,0,0,0.53495665,0,0,1.195451453,1.129071562,0,0.616627684,3.486097113,2.080526867,3.267057524,0.012423132,0.822209325,0.467666505,1.225340032,0,0.008536794,0,0,0.030764498,0,0.029261156,0,0.27027027,0.258064516,0,1.909307876,0,0,0.231615518,0,0,0,0,0,0,0,0.114202658,0,0,2.605863192,0,0,0,0,0,0,0,0,0.790513834,0,0,0.124921924,0.352733686,0,0,3.395311237,1.052354644,0.621118012,0,0.007324587,0.149168101,0,0,0,0,0,0.004237557,0,1.13719201,0.00769586,0,0,0,0,0,0.789473684,0.376477074,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__Alistipes,NA,0.999999811,Alistipes
ec737d9ea753049e0c2e63f3a14d0145,12.81636257,1.340193849,0.77688005,0.550715108,2.010699133,0,0,0,0,0.101183064,0.127578142,0.177862098,0.419098937,0.403602685,0.037269396,0.154768814,0,0,0,0.153662284,0,0.116674769,0,0,0.131675201,0,0,0,0,0,0,0,0.347423277,0,1.335280618,0,0.100150225,0,0.112053786,0,0.031146179,0,0,0.651465798,0,0,0,0.256016385,0.318664643,0.013354701,0,0,0,0.190202264,0,0,0,0,0,0.808407437,0.973428045,0,0,1.349016566,0.154905336,0,0,0,0,0,0.031781681,0,0.991398163,0.042327228,1.411634683,0,0,0,0.86059744,0,0.366218507,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Coprococcus,NA,0.780362403,Coprococcus
17d2296cc942354209a747a1252cc6ba,0,0,0,0,0,0,0,0,0,0,0.010631512,0.01778621,0,0,0.39754022,0.048365254,0,0.073520402,0.035672425,0,0.061425061,0.029168692,0.323027227,0.115395711,0,0.355344981,2.972972973,2.408602151,6.332453826,13.12649165,0,0,0,0.031605563,0,0,0,0,0,0,0.031146179,0,0,0.325732899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105235464,0,0,0,0.063109581,0,0,0,0.062102158,0,0,0,0.058317539,0.065414807,0,0,0.185873606,0.033213764,0.305832148,0,0.344699775,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__uncultured, s__uncultured_bacterium,0.844649697,Lachnospiraceae
b0b0a8231a00cae2e207d2b6e6695502,0,0,0,0,0,0,0,0,0,0.007783313,0.074420583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.761409127,0.584795322,0.115807759,1.611883692,0.58418527,1.294330831,8.602904357,5.21114106,4.434128382,3.021943574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341309166,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter,NA,0.999999999,Acinetobacter
704a7ba7063fad77926b08bd2d1154f7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Micrococcales, f__Micrococcaceae, g__Arthrobacter, s__Arthrobacter_psychrochitiniphilus,0.76585959,Arthrobacter psychrochitiniphilus
0f4013b00115275df5e0ab6306716e8e,0,0.694028958,0.031075202,5.844155844,1.162147205,0,0.236239074,0.50539411,0.105596621,0.51369863,2.615351903,1.879409498,0.763358779,0.446087178,0.708118517,0.522344748,0.2580229,0.820977821,0.74912093,0.717090661,0,0,0.107675742,0.028848928,0.014630578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016007684,0.004179728,0.01038206,0,0,0,0.296150049,0.015603058,0.417457306,0.051203277,0,0.093482906,0,0,0,0,0,0.062460962,0,3.703703704,0,0.727566694,0.342015259,0,0,0,0.017211704,0.073637703,0.052910053,0,0,0,0,0,0.087476308,0.019239649,0.015070833,0,0.371747212,0.146140561,0,0,0.315587757,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides,NA,0.999999099,Bacteroides
