OTUID,261MI,261MR,262MI,262MR,263MI,263MR,264MI,264MR,265MI,265MR,26AFI,26AFR,26BFI,26BFR,26CFI,26CFR,26DFI,26DFR,26EFI,26EFR,4110MI,4110MR,41AFI,41AFR,41DFI,41DFR,41EMI,41EMR,41FFI,41FFR,41FI,41FR,41GMI,41GMR,41IMI,41IMR,41JFI,41JFR,41JMI,41JMR,26FV1I,26FV1R,26FV2I,26FV2R,26FV3I,26FV3R,26FV4I,26FV4R,26FV5I,26FV5R,26MVAI,26MVAR,26MVBI,26MVBR,26MVCI,26MVDI,26MVDR,26MVEI,26MVER,41FV1I,41FV1R,41FV2I,41FV2R,41FV3I,41FV3R,41FV4I,41FV4R,41FV5I,41FV5R,41MVAI,41MVAR,41MVBI,41MVBR,41MVCI,41MVCR,41MVDI,41MVDR,41MVEI,41MVER,26FP12I,26FP12R,26FP16I,26FP16R,26FP3I,26FP3R,26FP7I,26FP7R,26FP8I,26FP8R,26H2I,26H2R,26H3I,26H3R,26H4I,26H4R,26H7I,26H7R,26H8I,26H8R,26M10I,26M14I,26M14R,26M19I,26M19R,26M2I,26M2R,26M2ScI,26M2ScR,26M4ScI,26M4ScR,26M5I,26M5R,26M6I,26M6R,26M6ScI,26M6ScR,26M9I,26M9R,41FP16I,41FP16R,41FP17I,41FP17R,41FP18I,41FP18R,41FP19I,41FP19R,41FP20I,41FP20R,41M11I,41M11R,41M12I,41M12R,41M13I,41M13R,41M14I,41M14R,41M15I,41M15R,H31I,H31R,H32I,H32R,H33I,H33R,H34I,H34R,H35I,H35R,M1I,M1R,M2I,M2R,M3I,M3R,M4I,M4R,M5I,M5R
4096d6766b0fdcbaf2b2aa5ceed02cd4,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,44,0,6,0,145,0,21,0,0,37,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5c8e5a64b644650ad4173c9e7d012e83,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ed07f8f4e8660e0797538dd48e2be31b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754dae964be70a01e875eaf5ce53708d,286,108,46,17,14,4,4,0,93,0,0,41,27,9,48,0,8,0,10,0,3,6,50,0,120,0,124,0,105,7,9,13,0,22,3,3,0,0,57,8,0,0,0,0,0,5,14,4,0,17,0,7,0,0,0,0,61,0,76,0,33,0,4,4,7,3,66,112,250,1,3,4,13,0,65,0,0,0,302,6,9,0,174,0,35,1,24,0,68,0,56,3,10,3,44,8,62,13,2055,0,0,27,2,70,0,2,0,77,0,189,0,43,0,3,0,54,2,423,8,0,0,48,0,163,230,230,1,26,5,184,0,0,0,1,4,126,0,3,7,21,0,0,7,17,31,18,0,0,3,66,0,182,34,12,729,260,3,22
5cdf681d88a5e5906042228efac5f4b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15c470561ef1a9c7645686b5e00298d6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ed2a15b71baf4ffb433a2519c4b3210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7126cf20b7664ae6cd684a882a73a006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d35452a49b92d1804a5782ce598e8b0d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,5,68,0,0,0,314,936,0,0,21,364,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7e22c38418cd34a03ebac8f38110a3e0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
f59c9661f4e154b8d6eadff955089368,0,0,0,0,6,0,7,0,0,0,0,0,6,8,14,0,0,0,10,0,12,67,32,6,45,0,19,5,44,9,9,19,2,14,2,3,34,13,11,0,16,74,3,74,0,0,21,169,3,19,0,86,0,71,3,0,95,2,36,0,124,0,14,0,0,0,2,3,145,0,0,0,23,0,0,3,17,3,79,20,146,0,66,0,122,0,80,6,46,0,361,1,56,2,20,0,29,0,14,0,0,0,0,9,4,27,0,69,3,28,0,177,0,128,0,3,7,315,9,8,0,943,0,552,38,25,20,149,0,11,0,0,0,0,0,8,0,3,2,17,0,138,2,46,34,46,31,26,1,75,0,20,25,0,50,30,0,46
70cf3c54aca0f78da3968de90937723f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,57,25,0,0,0,10,1,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,218,0,0,0,1,0,14,0,0,0,0,0,0,0,0
b4c5fbe4731b3f700f9e2c89b3fe8257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62611dedc42201591d0c89973f903dde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
