OTUID,26CFI,26BFI,26DFI,26AFI,26EFI,26FP3I,26FP7I,26FP16I,26FP8I,26FP12I,41FI,41AFI,41DFI,41JFI,41FFI,41FP16I,41FP17I,41FP18I,41FP19I,41FP20I,26FV1I,26FV2I,26FV3I,26FV4I,26FV5I,26H2I,26H4I,26H7I,26H8I,26H3I,41FV1I,41FV2I,41FV3I,41FV4I,41FV5I,H31I,H32I,H33I,H34I,H35I,265MI,263MI,261MI,264MI,262MI,26M6ScI,26M2ScI,26M14I,26M19I,26M4ScI,4110MI,41JMI,41IMI,41GMI,41EMI,41M11I,41M12I,41M13I,41M14I,41M15I,26MVAI,26MVBI,26MVCI,26MVDI,26MVEI,26M5I,26M10I,26M2I,26M9I,26M6I,41MVAI,41MVBI,41MVCI,41MVDI,41MVEI,M1I,M3I,M4I,M5I,M2I
9c609ba77a16d66dd36d7183ac3b6cec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6d2830e6c40742dbd5be3ff76cbbaedd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5679bfcacfc25255f3acedc9bd2c8afd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,24,0,0,0,0,0,0
eb7b29a2f748c61f1a0d50fc684ddf5d,0,0,0,0,0,0,12,0,26,203,606,426,1738,775,302,0,1,0,118355,264,0,0,15,12,15,2,3,3,24,3,1,0,178,0,4,9,1,561,13,789,886,269,8,0,11,0,12,0,6,0,8,0,0,8,951,11,19,6,33,3,0,0,0,0,0,3,0,40,22,2,11,13,7,0,11,0,1,148,7,11
e921c3c05323be6d6b6d8ee18d9733d1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
f30fcff7aa05e31a64283dcf83b7ddd8,17,42,0,0,24,0,0,0,0,0,14,25,34,76,129,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,2,0,204,15,10,0,4,0,0,0,0,0,0,46,167,3,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827a5ea1633c3630cf99db3e90e84825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0814021393b0fdbacad3586febbeec29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900a4d57074b63634bf1444da93a8095,0,0,0,0,0,0,0,0,0,0,3,6,0,17,20,6,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,22,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
7bfdcf2ab9c411188132b1d07b0ab50b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
af1b8bebd10ad0e5aa2e75224139de95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
19d807a65f2af1e263ea2ad0963f26cf,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ce8c6fa9cd617b7dcb9a856ecc6898b,0,8,0,94,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b36678b883975c24b429d01961572d0b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bcdfd71e69b3c4edd669a3a01cec9ad1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f02c5a92a1fa964a4b2e8dddf075df1c,101,0,1,0,5,0,2,0,8,59,0,24,0,0,6,6,0,0,0,0,0,11,2,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,156,16,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
d613d44fb15e7b080121a01896a2cda4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0
b7450a59fcbf0a0f86ceda33073d70a2,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,2,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,84,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
78c04e6690df9f7c6b8173c569cd0090,0,0,0,0,0,0,0,0,0,0,56,42,41,88,17,0,0,0,24,4,17,0,3,36,0,0,0,0,0,0,0,0,13,0,2,3,0,34,0,7,0,0,0,0,7,0,0,0,0,0,9,0,8,2,39,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
8dff50d63a418eafee877c0d6ca25f78,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882f35fb01d15fbffd2ab8ac9d109bf9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,103,1,4,0,0
624dc58635783ceefa5d9a3803dd82bb,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ec6aa03af1f8e694ff91e90f998ce118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7c89037609128c0efdd97b5aa86771f9,0,0,0,0,36,0,0,0,0,1,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,2,7,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
721d6345b84d6768b72ee1b3a4ab84f4,22,0,5,0,129,0,0,0,0,3,0,17,272,118,53,8,0,0,2,0,0,0,0,8,0,0,0,0,2,6,0,0,11,0,0,2,0,26,0,0,0,4,0,101,23,0,0,0,0,0,78,178,52,20,787,0,0,0,0,0,0,0,0,0,0,2,0,0,12,2,0,0,0,0,0,0,24,0,0,3
f57221b59f1b7000f130073d9253f368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dda9eef22574d2414f444719172d3454,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e36a146a7499b1b329312ccafdd7b2d3,5,0,4,0,28,0,1,0,0,6,42,54,41,1,79,41,0,0,1539,28,0,24,0,7,0,0,0,10,0,1,0,0,12,0,0,17,0,5,484,1,20,12,5,52,6,0,0,0,0,0,13,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,66,0,0,0,0,0,0,7,0,0
a0f1c814ea1075ab69f3de44c0d5a035,0,0,0,0,0,0,0,0,0,0,0,9,16,72,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,128,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5b779187821979314b2c3edff540083d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,15,0,111,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,51,8,16,11,0,0,0,0,0
e91c54f75605800ff097e5f547598e94,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15fceee5bfa7b4b1d6f2c0b0c4aa23ae,43,0,1,0,24,0,0,0,0,1,20,0,11,0,21,4,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,17,16,0,0,0,37,0,0,0,0,0,0,4,0,6,0,1,0,0,0,0,0,0,0,2,1,0,0,0,3,1,0,5,0,0,0,0,0,0,5,0,0
2e805e5ce6f30bcff37fad191b74bd6f,0,0,3,0,19,0,1,1,7,0,67,20,85,216,78,5,0,0,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,0,509,10,0,0,78,0,0,0,0,0,0,5,0,23,5,167,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
e6b72b65dc16016324c6d394019c912b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54402d43b1a102231d500b27b0dcf5fe,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d13a0ce87c1ed3f258225bae5cf4dab3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ec737d9ea753049e0c2e63f3a14d0145,0,0,0,0,13,0,2,0,0,3,16,30,56,0,6,37,0,0,3131,27,0,12,0,0,18,0,5,21,1,0,0,0,6,0,64,15,0,68,11,281,109,25,871,67,112,0,0,0,0,0,12,18,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,41,10,0,0,10,0,7,0,0,0,121,0,0
80d9b1a39ad8ebe13fe98e1c036323ce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eeb2d70fc241aa82b645dd79d8b0e78a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0
f31c7f73df4403bfef3f84e423b0316b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fe925b5695a798bac522556825125f82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8c100bb3fe5e92bfbf58c66a4c9df5e0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48e1041cf7f8d4be9a032ad1c4532de6,0,0,0,0,0,0,0,0,0,0,8,6,0,0,11,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e541825ce8b86c18c3108e8dc20a1675,246,0,139,0,0,0,8,0,0,11,85,588,278,0,2,40,1,0,17,26,0,0,2,0,4,0,0,0,0,0,0,0,4,0,0,2,0,78,2,0,29,0,1,0,115,0,0,0,2,2,58,1,100,29,769,0,0,0,0,0,0,2,6,0,8,4,0,0,42,0,0,0,0,0,0,0,0,0,3,0
b9118c22281dc72a1b9e452ea85d6f1a,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
043725553161aec1ef32356926336851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93ee3dc60b890eda6a03a4a15dacd28e,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e363a31bc2c3f1061de7ee09f9702c40,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ee6589c7a711e285692dc56a1bb6d461,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,51,13,374,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,950,94,291,1241,0,0,0,0,0
a16986411ff8c5714b2ba245262b5f95,6684,109,972,8,553,0,23,0,42,1150,443,461,682,504,405,283,5,0,9671,666,112,42,49,344,466,0,49,499,30,20,8,0,24,47,1145,38,532,486,5240,1353,235,251,10,766,68,0,12,0,8,51,92,504,48,59,1200,10,2,10,25,0,0,0,18,14,0,74,5,554,195,12,1607,139,16,76,155,28,1969,2648,19,11
3cabbe442fe5e6c1bed987760ee2599a,0,0,0,0,0,0,0,0,0,0,9,0,28,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6ec6d84924f62ac7a6b4a406f69b27a6,0,0,0,0,0,0,0,0,0,0,10,5,0,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117397f7b0462e9eda329acd6ed901f9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e078c27af9fcb63dfded079f9217f8f2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9a11a1623bc36325255fc04c87900932,98,70,36,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,7,254,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d582a7448037a55387ba0ce001f69a93,122,0,16,0,0,0,0,0,0,2,24,0,9,20,40,10,0,0,441,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,4,111,45,8,16,3,30,13,0,0,0,0,0,9,24,8,4,20,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,12,6,0,0,0,0,0,34,0,0
1d2c06f141cd8e2820c0220ffac2e557,20,0,7,0,1,0,23,0,14,1518,30,20,14,26,0,42,0,0,1072,15,16,0,0,20,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,14,0,0,0,0,0,157,34,0,0
b0110c1e7cab043e255e71f0cf650d33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d0978fb88425b961d638a607dcfc8579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
b231a224b2c0a705ac12229d9a940506,0,7,0,0,32,0,0,0,0,0,3,2,1,0,10,0,1,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,6,49,0,0,4,14,0,2,0,0,0,0,0,0,3,0,1,8,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0
27f2c61858082d5f84b7a3f0a20bb9a5,0,0,0,0,0,0,8,4,21,351,0,0,0,0,0,24,33,45,1912,3493,0,0,0,0,0,146,32,82,122,49,0,0,0,0,0,103,97,4,113,0,0,0,0,0,0,18,5,9,5,29,0,0,0,0,0,114,0,81,3,6,0,0,0,0,0,133,83,97,57,4,0,0,0,0,0,67,13,84,61,96
d0a641c0e30d3c2f5b1e191958edb292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9dbf6a5fc70a3bf758eedd60ed72e2a4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c3ed10953918c541107d0bfa6ef2cc4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b16448af6dccead11a38defb49af2b54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2cd30e9eda91687ba73dcae76f4f1880,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,0,0,0,3,0,0,2,1,3,5,0,15,4,6,0,0,2,0,0,0,0,0,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,374,15,116,7,6,0,0,4,0,0,7,61,15,25,58,0,0,0,0,0
e34995e8c6e90e6b3e30b9d918a63e74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
25d0587b5418a36801fc19d861e045fd,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
7a2d568e92e5f07a43f7b04a6dc80a6f,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d464eee613ac4395c8f6ce3943a0f841,0,0,0,0,0,0,7,0,12,535,12,51,0,6,82,0,0,0,729,14,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,19,0,0
a964e05d9b9d5157c04c644ba4fd5cfa,0,0,7,0,28,0,0,0,0,0,0,17,0,0,105,0,0,0,10,25,56,6,4,50,85,0,4,15,7,11,0,0,4,0,0,16,0,0,0,0,1,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,2,3,35,0,10,0,0,0,1,0,19,0,3,0,0,0,0,0,0,0
32019c66790172c71844e2b0a681de98,0,0,0,0,17,0,0,0,0,1,30,47,66,48,175,27,0,0,3,0,0,0,0,0,0,0,1,0,3,9,0,0,5,0,0,0,0,35,0,244,14,1,0,31,14,0,0,0,0,0,126,13,1,32,96,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
892a20bbdc3ce599dc0c5d9f0866c352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,82,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2e3f176ae8c669fe89c79b560b1c3189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
